path,label,prediction,prob_fake,prob_real,model1_prediction,1_prob_fake,1_prob_real,model2_prediction,2_prob_fake,2_prob_real,model3_prediction,3_prob_fake,3_prob_real
/content/Dataset/Test/Fake/fake_100.jpg,Fake,Real,0.3535864651203155,0.6464135646820068,Fake,0.9999982118606568,1.7410877717338735e-06,Fake,0.9977795481681824,0.0022204353008419,Fake,0.9999711513519288,2.882147600757889e-05
/content/Dataset/Test/Fake/fake_1004.jpg,Fake,Real,0.1472438871860504,0.852756142616272,Fake,0.999829888343811,0.0001700456341495,Fake,0.9426190257072448,0.0573809593915939,Fake,0.9999204874038696,7.950800500111654e-05
/content/Dataset/Test/Fake/fake_101.jpg,Fake,Real,0.1991448402404785,0.8008551597595215,Real,0.0081354528665542,0.9918645620346068,Real,0.2859598994255066,0.7140401601791382,Fake,0.6880088448524475,0.3119911551475525
/content/Dataset/Test/Fake/fake_1036.jpg,Fake,Real,0.4737756550312042,0.5262243151664734,Fake,0.9999635219573976,3.6507772165350616e-05,Fake,0.999991774559021,8.200748197850771e-06,Fake,0.9999605417251588,3.949509482481517e-05
/content/Dataset/Test/Fake/fake_104.jpg,Fake,Real,0.2344407886266708,0.765559196472168,Real,0.0013699436094611,0.9986300468444824,Real,0.013605423271656,0.9863945245742798,Fake,0.6968065500259399,0.30319344997406
/content/Dataset/Test/Fake/fake_105.jpg,Fake,Fake,0.7510548233985901,0.2489451318979263,Real,0.0122356386855244,0.9877644181251526,Fake,0.8348594903945923,0.1651405096054077,Fake,0.9757190346717834,0.0242809262126684
/content/Dataset/Test/Fake/fake_1071.jpg,Fake,Real,0.4750473797321319,0.5249525904655457,Fake,0.9999996423721312,3.5432390177447814e-07,Fake,0.9999979734420776,2.072395545837935e-06,Fake,0.999977707862854,2.233563645859249e-05
/content/Dataset/Test/Fake/fake_109.jpg,Fake,Real,0.1713587641716003,0.8286412358283997,Fake,0.9999974966049194,2.5389665552211227e-06,Fake,0.9995157718658448,0.0004842532798647,Fake,0.9999691247940063,3.0932158551877365e-05
/content/Dataset/Test/Fake/fake_1111.jpg,Fake,Fake,0.999620795249939,0.0003792054485529,Real,0.4943490624427795,0.5056509375572205,Fake,0.5956302285194397,0.4043698310852051,Fake,0.9463123679161072,0.0536876246333122
/content/Dataset/Test/Fake/fake_1139.jpg,Fake,Real,0.3345946073532104,0.6654053926467896,Fake,0.9999991655349731,8.175566108548082e-07,Fake,0.9999988079071044,1.2444139656508924e-06,Fake,0.999977707862854,2.234398925793357e-05
