path,label,prediction,prob_fake,prob_real,model1_prediction,1_prob_fake,1_prob_real,model2_prediction,2_prob_fake,2_prob_real,model3_prediction,3_prob_fake,3_prob_real
/content/Dataset/Test/Fake/fake_1274.jpg,Fake,Real,0.1920073479413986,0.8079926371574402,Real,1.912928382807877e-05,0.999980926513672,Real,0.0042201341129839,0.9957798719406128,Real,0.0009618450421839,0.9990382194519044
/content/Dataset/Test/Fake/fake_154.jpg,Fake,Real,0.0629299655556678,0.9370700716972352,Real,0.4564413130283355,0.5435587167739868,Real,0.4094280004501343,0.590571939945221,Real,0.0023314119316637,0.9976685643196106
/content/Dataset/Test/Fake/fake_1772.jpg,Fake,Real,0.1739689856767654,0.8260310292243958,Real,0.4704972207546234,0.5295027494430542,Real,0.3491223454475403,0.6508777141571045,Real,0.0097390105947852,0.9902610182762146
/content/Dataset/Test/Fake/fake_2330.jpg,Fake,Real,0.0055254641920328,0.9944745898246764,Real,0.0763763859868049,0.9236235618591307,Real,0.1043122708797454,0.8956876993179321,Real,0.0011135134845972,0.9988865256309508
/content/Dataset/Test/Fake/fake_262.jpg,Fake,Real,0.0488781668245792,0.9511218070983888,Real,0.0013356361305341,0.998664379119873,Real,0.0001292769302381,0.9998706579208374,Real,0.020263010635972,0.9797369837760924
/content/Dataset/Test/Fake/fake_2940.jpg,Fake,Real,0.3165878057479858,0.6834121942520142,Real,0.2310604602098465,0.7689396142959595,Real,0.4666323959827423,0.5333675742149353,Real,0.1805773675441742,0.8194226026535034
/content/Dataset/Test/Fake/fake_3344.jpg,Fake,Real,0.1163645610213279,0.883635401725769,Real,0.0286966562271118,0.9713033437728882,Real,0.0007957216002978,0.9992043375968932,Real,0.4106083214282989,0.5893917083740234
/content/Dataset/Test/Fake/fake_3656.jpg,Fake,Real,0.1665887981653213,0.8334112167358398,Real,0.0154207358136773,0.9845792055130004,Real,0.0346559658646583,0.9653440117836,Real,0.0013020811602473,0.9986978769302368
/content/Dataset/Test/Fake/fake_4289.jpg,Fake,Real,0.4059965908527374,0.594003438949585,Real,0.2615437805652618,0.7384562492370605,Real,0.0064401468262076,0.9935598373413086,Real,0.3047460615634918,0.6952539086341858
/content/Dataset/Test/Fake/fake_4307.jpg,Fake,Real,0.0534380376338958,0.9465619325637816,Real,0.0038158348761498,0.9961841702461244,Real,0.2034563571214676,0.7965435981750488,Real,0.0510446391999721,0.9489553570747375
